Claim_ID,Food_ID,Receiver_ID,Status,Timestamp,Claim_Date,Claim_Year,Claim_Month,Claim_Day,Claim_Hour,Name,Type,City,Contact
579,559,342,Completed,2025-03-19 11:30:00,2025-03-19,2025,March,Wednesday,11,Kristina Vargas,Charity,Lake Rebeccaton,364.779.6707x066
580,508,704,Pending,2025-03-01 04:45:00,2025-03-01,2025,March,Saturday,4,Jason Lowe,NGO,Sarahside,063.115.0253
581,734,706,Cancelled,2025-03-09 10:35:00,2025-03-09,2025,March,Sunday,10,Shannon Jensen,Shelter,Lake Kevinport,001-378-570-1120x234
582,284,990,Completed,2025-03-03 06:53:00,2025-03-03,2025,March,Monday,6,Patricia Hardy,Shelter,Thomasport,076.687.3532x03467
583,925,144,Pending,2025-03-03 01:06:00,2025-03-03,2025,March,Monday,1,Jennifer Nelson,Individual,North Paul,(613)802-7241x644
584,705,968,Cancelled,2025-03-01 12:04:00,2025-03-01,2025,March,Saturday,12,Mr. Joseph Herring,Individual,Mariefurt,839.044.2094
585,373,926,Completed,2025-03-19 13:20:00,2025-03-19,2025,March,Wednesday,13,Kimberly Ware,Individual,East Sheriton,001-078-266-0266
586,970,281,Completed,2025-03-20 06:59:00,2025-03-20,2025,March,Thursday,6,Mrs. Kristin Adams DDS,Charity,Lake Christychester,073-764-3235
587,560,637,Pending,2025-03-10 01:27:00,2025-03-10,2025,March,Monday,1,Benjamin Soto,NGO,West Garretthaven,8693958395
588,92,640,Cancelled,2025-03-12 05:36:00,2025-03-12,2025,March,Wednesday,5,Joseph Smith,NGO,Anthonystad,716-698-3766x7391
589,619,90,Cancelled,2025-03-13 23:44:00,2025-03-13,2025,March,Thursday,23,Alvin West,Shelter,Kellybury,(417)314-8724
590,505,4,Cancelled,2025-03-17 08:39:00,2025-03-17,2025,March,Monday,8,Erika Rose,NGO,South Shaneville,8296491111
591,723,782,Completed,2025-03-20 06:00:00,2025-03-20,2025,March,Thursday,6,Timothy Burns,Charity,East Janetstad,(262)555-7560
592,319,832,Completed,2025-03-03 23:50:00,2025-03-03,2025,March,Monday,23,Kylie Young,Shelter,Ginaview,9131186244
593,882,743,Cancelled,2025-03-05 23:53:00,2025-03-05,2025,March,Wednesday,23,Nicholas Tucker,Charity,Port Samantha,(290)071-2070
594,555,14,Pending,2025-03-16 20:01:00,2025-03-16,2025,March,Sunday,20,Brian Fischer,Shelter,Burkeside,947-041-3246x326
595,172,861,Cancelled,2025-03-07 15:18:00,2025-03-07,2025,March,Friday,15,Ashley Clark,NGO,Poolebury,518.622.6804x900
596,844,949,Cancelled,2025-03-13 04:06:00,2025-03-13,2025,March,Thursday,4,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798
597,599,183,Pending,2025-03-13 05:49:00,2025-03-13,2025,March,Thursday,5,Nicole Walker,Individual,Thomasland,001-617-475-6913x02561
598,403,905,Completed,2025-03-04 04:55:00,2025-03-04,2025,March,Tuesday,4,Ann Odonnell,Charity,East Michael,(926)345-7660x29567
599,307,86,Pending,2025-03-19 18:33:00,2025-03-19,2025,March,Wednesday,18,Jessica Grant,Charity,Smithshire,601.132.1809x716
600,910,492,Cancelled,2025-03-17 17:33:00,2025-03-17,2025,March,Monday,17,Julie Lewis,NGO,South Steven,(557)352-3497x4606
601,964,458,Completed,2025-03-21 03:54:00,2025-03-21,2025,March,Friday,3,Michael Vargas,Charity,East Andrewhaven,(932)466-1933x7047
602,165,997,Cancelled,2025-03-19 07:08:00,2025-03-19,2025,March,Wednesday,7,Amanda Cain,NGO,New Steven,+1-001-491-5601x5316
603,920,766,Pending,2025-03-11 07:49:00,2025-03-11,2025,March,Tuesday,7,John Reynolds,Shelter,Grahambury,001-062-085-9402x6875
604,522,737,Completed,2025-03-11 21:27:00,2025-03-11,2025,March,Tuesday,21,James Brown,Shelter,Lake Catherine,(152)508-8754x91151
605,727,786,Completed,2025-03-07 16:35:00,2025-03-07,2025,March,Friday,16,Robert Kim,Shelter,Port Gabrielleborough,513-156-7998x53487
606,912,192,Cancelled,2025-03-15 01:34:00,2025-03-15,2025,March,Saturday,1,Rhonda King,Individual,Toddborough,367-958-5492
607,72,397,Cancelled,2025-03-12 00:38:00,2025-03-12,2025,March,Wednesday,0,Mr. Robert Rivera II,Individual,Bergerport,+1-470-154-5478x4289
608,570,484,Cancelled,2025-03-08 05:26:00,2025-03-08,2025,March,Saturday,5,Mary Harrington,Shelter,Port Jason,(773)159-6013x005
609,200,227,Completed,2025-03-10 03:34:00,2025-03-10,2025,March,Monday,3,Samuel Hodge,NGO,Port Maria,302-463-7516
610,151,619,Cancelled,2025-03-14 15:18:00,2025-03-14,2025,March,Friday,15,Taylor Estrada,NGO,Nguyenview,001-351-556-5960x359
611,433,567,Pending,2025-03-08 05:41:00,2025-03-08,2025,March,Saturday,5,Peggy Knight,Shelter,North Michaelville,293-241-7469x5110
612,92,192,Completed,2025-03-13 21:16:00,2025-03-13,2025,March,Thursday,21,Rhonda King,Individual,Toddborough,367-958-5492
613,764,482,Completed,2025-03-01 06:01:00,2025-03-01,2025,March,Saturday,6,Timothy Garrett,NGO,Andersonview,9075323328
614,707,90,Pending,2025-03-14 13:47:00,2025-03-14,2025,March,Friday,13,Alvin West,Shelter,Kellybury,(417)314-8724
615,821,367,Completed,2025-03-05 20:37:00,2025-03-05,2025,March,Wednesday,20,Ricardo Roberts,Individual,West Matthewborough,(371)857-1738x24461
616,967,162,Pending,2025-03-12 16:05:00,2025-03-12,2025,March,Wednesday,16,Douglas Baxter,Individual,Amandaville,+1-139-598-2308x18363
617,933,68,Cancelled,2025-03-05 14:23:00,2025-03-05,2025,March,Wednesday,14,Wesley Thompson,Charity,Edwardburgh,+1-901-255-2891x97537
618,395,134,Pending,2025-03-02 03:19:00,2025-03-02,2025,March,Sunday,3,Emily Christian,Individual,Marcusberg,(724)629-2189x533
619,743,725,Cancelled,2025-03-20 07:40:00,2025-03-20,2025,March,Thursday,7,Edward Lopez,NGO,New Matthewton,683-591-7229
620,207,618,Cancelled,2025-03-17 11:24:00,2025-03-17,2025,March,Monday,11,Samuel Mendez,Individual,Andersonland,(064)431-0381
621,175,742,Pending,2025-03-19 10:26:00,2025-03-19,2025,March,Wednesday,10,Matthew Webb,Charity,West David,001-998-341-9445x0465
622,949,963,Cancelled,2025-03-12 19:13:00,2025-03-12,2025,March,Wednesday,19,Victor Ward,NGO,Johnhaven,628-048-2026x3385
623,400,737,Cancelled,2025-03-14 10:01:00,2025-03-14,2025,March,Friday,10,James Brown,Shelter,Lake Catherine,(152)508-8754x91151
624,502,524,Cancelled,2025-03-05 16:11:00,2025-03-05,2025,March,Wednesday,16,Tiffany Rodriguez,Charity,Ramirezhaven,+1-976-624-2718x90881
625,416,69,Cancelled,2025-03-16 02:15:00,2025-03-16,2025,March,Sunday,2,Scott Brown,NGO,East Dylan,302-197-9398x95559
626,823,576,Pending,2025-03-21 02:42:00,2025-03-21,2025,March,Friday,2,Justin Lopez,Individual,East Stephenton,(526)153-8449x436
627,686,814,Cancelled,2025-03-15 01:36:00,2025-03-15,2025,March,Saturday,1,Michael Petersen,NGO,Maryside,+1-454-301-1932x97038
628,906,354,Pending,2025-03-17 09:31:00,2025-03-17,2025,March,Monday,9,Kimberly Nelson,Charity,Lake Lesliemouth,(009)475-3945
629,326,437,Pending,2025-03-16 00:43:00,2025-03-16,2025,March,Sunday,0,Lindsey Lewis,Shelter,West Rogerview,001-610-209-8312
630,606,905,Completed,2025-03-02 15:26:00,2025-03-02,2025,March,Sunday,15,Ann Odonnell,Charity,East Michael,(926)345-7660x29567
631,862,28,Pending,2025-03-19 00:37:00,2025-03-19,2025,March,Wednesday,0,Mary Franklin,Individual,Courtneyfurt,001-046-188-9986x12178
632,393,9,Completed,2025-03-20 13:40:00,2025-03-20,2025,March,Thursday,13,Emily Turner,Shelter,West Robert,001-631-022-6157x520
633,385,440,Completed,2025-03-12 13:15:00,2025-03-12,2025,March,Wednesday,13,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009
634,435,767,Pending,2025-03-08 17:54:00,2025-03-08,2025,March,Saturday,17,Jordan Hart,Shelter,East Julietown,+1-161-753-6365x946
635,748,113,Pending,2025-03-07 01:36:00,2025-03-07,2025,March,Friday,1,Jonathan Young,Shelter,Georgeborough,164-864-1786x77029
636,554,144,Cancelled,2025-03-18 17:20:00,2025-03-18,2025,March,Tuesday,17,Jennifer Nelson,Individual,North Paul,(613)802-7241x644
637,476,216,Pending,2025-03-20 13:06:00,2025-03-20,2025,March,Thursday,13,Morgan Massey,Charity,West Amybury,929-286-6902
638,949,687,Completed,2025-03-16 05:38:00,2025-03-16,2025,March,Sunday,5,Danny Palmer,NGO,North Erikhaven,+1-931-315-8378x838
639,233,832,Cancelled,2025-03-06 13:32:00,2025-03-06,2025,March,Thursday,13,Kylie Young,Shelter,Ginaview,9131186244
640,239,944,Cancelled,2025-03-19 01:17:00,2025-03-19,2025,March,Wednesday,1,Sharon Wood,Charity,New Melindashire,5282176863
641,251,410,Cancelled,2025-03-02 00:21:00,2025-03-02,2025,March,Sunday,0,Betty Reid,Charity,North Abigail,001-526-626-7117x20926
642,113,255,Pending,2025-03-20 19:57:00,2025-03-20,2025,March,Thursday,19,Walter Myers,Individual,New Tina,+1-285-278-8381x0454
643,806,993,Pending,2025-03-10 18:38:00,2025-03-10,2025,March,Monday,18,Alexis Hayes,Shelter,Matthewmouth,543-812-0534x6473
644,837,800,Cancelled,2025-03-11 04:33:00,2025-03-11,2025,March,Tuesday,4,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513
645,739,220,Pending,2025-03-20 03:23:00,2025-03-20,2025,March,Thursday,3,Cassandra Mendoza,NGO,Dantown,2612673922
646,120,713,Cancelled,2025-03-13 13:29:00,2025-03-13,2025,March,Thursday,13,Robert Moses,Shelter,Port Terry,(629)870-5299x9094
647,35,654,Pending,2025-03-18 17:53:00,2025-03-18,2025,March,Tuesday,17,John Murray,Shelter,Fernandezberg,001-664-004-0117x5796
648,55,1000,Completed,2025-03-08 11:56:00,2025-03-08,2025,March,Saturday,11,April Miller,Shelter,Shelbychester,894-873-2652x23999
649,210,43,Completed,2025-03-07 17:26:00,2025-03-07,2025,March,Friday,17,Bobby Perry,Charity,Amberfort,(020)628-9733x57055
650,421,505,Completed,2025-03-12 14:21:00,2025-03-12,2025,March,Wednesday,14,Alexandra Owens,NGO,Bradleyland,927.996.1259
651,156,113,Cancelled,2025-03-14 22:38:00,2025-03-14,2025,March,Friday,22,Jonathan Young,Shelter,Georgeborough,164-864-1786x77029
652,932,223,Pending,2025-03-05 12:54:00,2025-03-05,2025,March,Wednesday,12,David Henderson,Charity,Hallside,(976)946-9613
653,78,765,Pending,2025-03-02 10:50:00,2025-03-02,2025,March,Sunday,10,Joshua Hooper,Shelter,Buchananton,+1-013-463-1430x05130
654,291,158,Pending,2025-03-21 00:56:00,2025-03-21,2025,March,Friday,0,Gregory Murphy,Individual,South Ashley,(090)319-2480
655,215,28,Completed,2025-03-11 12:30:00,2025-03-11,2025,March,Tuesday,12,Mary Franklin,Individual,Courtneyfurt,001-046-188-9986x12178
656,875,799,Pending,2025-03-13 16:14:00,2025-03-13,2025,March,Thursday,16,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212
657,945,220,Completed,2025-03-08 12:26:00,2025-03-08,2025,March,Saturday,12,Cassandra Mendoza,NGO,Dantown,2612673922
658,232,10,Pending,2025-03-01 21:49:00,2025-03-01,2025,March,Saturday,21,Mary Salazar,NGO,Wrightland,001-187-333-7518x11395
659,98,864,Cancelled,2025-03-17 02:31:00,2025-03-17,2025,March,Monday,2,Justin Anderson,NGO,South Craigborough,+1-967-629-8865x504
660,912,204,Cancelled,2025-03-08 10:54:00,2025-03-08,2025,March,Saturday,10,Rachel Thomas,Individual,North Lindachester,(417)873-5848x16786
661,520,560,Pending,2025-03-09 02:37:00,2025-03-09,2025,March,Sunday,2,Matthew Mendez,Shelter,South Meganland,+1-406-192-3141x20799
662,600,902,Completed,2025-03-18 00:04:00,2025-03-18,2025,March,Tuesday,0,Michelle Riley,NGO,New Juliaton,001-012-497-9466x8873
663,180,884,Cancelled,2025-03-14 11:47:00,2025-03-14,2025,March,Friday,11,Mary Evans,Shelter,North Josephmouth,248-457-5683
664,866,410,Cancelled,2025-03-19 06:20:00,2025-03-19,2025,March,Wednesday,6,Betty Reid,Charity,North Abigail,001-526-626-7117x20926
665,49,314,Pending,2025-03-08 19:49:00,2025-03-08,2025,March,Saturday,19,Kelsey Smith,Shelter,Haleymouth,(764)989-3036x77897
666,749,130,Pending,2025-03-15 09:02:00,2025-03-15,2025,March,Saturday,9,Matthew Hughes,Charity,Marieview,468-431-4471
667,165,681,Cancelled,2025-03-02 23:27:00,2025-03-02,2025,March,Sunday,23,Becky Hernandez,Shelter,Jeanshire,001-950-510-9795x700
668,86,205,Cancelled,2025-03-10 09:10:00,2025-03-10,2025,March,Monday,9,Kimberly Wilkins,Charity,West Casey,3783162949
669,224,570,Pending,2025-03-06 03:52:00,2025-03-06,2025,March,Thursday,3,Anthony Cochran,Individual,Port Todd,+1-960-253-0828x4007
670,349,118,Cancelled,2025-03-10 18:32:00,2025-03-10,2025,March,Monday,18,Matthew Tran,Charity,South Franciscoport,583.144.1560x457
671,297,610,Completed,2025-03-01 01:43:00,2025-03-01,2025,March,Saturday,1,Jimmy Morton,Charity,New Carrie,001-721-348-0570x6158
672,903,508,Completed,2025-03-19 09:42:00,2025-03-19,2025,March,Wednesday,9,Kimberly Wilson,Individual,Susanville,9903662975
673,474,545,Cancelled,2025-03-10 04:05:00,2025-03-10,2025,March,Monday,4,Peter Allen,Individual,Port Kristinechester,+1-487-877-1518
674,861,276,Cancelled,2025-03-10 00:14:00,2025-03-10,2025,March,Monday,0,Scott Hunter,Individual,Greenton,074.305.5053x60975
675,897,53,Cancelled,2025-03-19 06:58:00,2025-03-19,2025,March,Wednesday,6,Cassandra Owens,Shelter,Tomburgh,001-813-193-7735x105
676,625,589,Pending,2025-03-15 09:58:00,2025-03-15,2025,March,Saturday,9,Nicole Williams,NGO,West Richard,727.771.3700
677,287,663,Pending,2025-03-18 11:41:00,2025-03-18,2025,March,Tuesday,11,Michael English,NGO,Lake Daniel,612.320.3740
678,56,139,Pending,2025-03-10 00:33:00,2025-03-10,2025,March,Monday,0,Charles Martin,NGO,New Christopher,(586)009-0817x964
679,302,305,Pending,2025-03-16 01:38:00,2025-03-16,2025,March,Sunday,1,Brendan Vargas,NGO,Kellyville,981.660.6741x707
680,154,785,Completed,2025-03-17 14:55:00,2025-03-17,2025,March,Monday,14,Melissa Lee,Charity,Brownport,(833)194-0479x719
681,334,213,Cancelled,2025-03-11 09:29:00,2025-03-11,2025,March,Tuesday,9,Kelly Barber,NGO,Emilymouth,259-420-4088x04690
682,629,937,Pending,2025-03-19 06:45:00,2025-03-19,2025,March,Wednesday,6,Mark Ward,NGO,Port Jonathanton,0384311430
683,195,805,Pending,2025-03-13 15:36:00,2025-03-13,2025,March,Thursday,15,Sharon Martin,Individual,South Michelleport,885.889.2008x8858
684,299,550,Pending,2025-03-14 08:30:00,2025-03-14,2025,March,Friday,8,Shawn Gibson,Individual,South Eric,001-268-793-0427x33000
685,622,235,Cancelled,2025-03-01 08:58:00,2025-03-01,2025,March,Saturday,8,Megan Freeman,NGO,Rogerburgh,+1-510-274-6183x0559
686,540,900,Pending,2025-03-07 09:12:00,2025-03-07,2025,March,Friday,9,Hannah Reynolds,Charity,East Kevinberg,731-040-5330x77836
687,921,536,Completed,2025-03-07 20:46:00,2025-03-07,2025,March,Friday,20,Margaret Lloyd,Shelter,Phillipston,+1-551-266-7292x92504
688,854,525,Completed,2025-03-18 01:18:00,2025-03-18,2025,March,Tuesday,1,Michael Dixon,Charity,Rebeccaview,579.632.5450x933
689,246,131,Cancelled,2025-03-13 03:31:00,2025-03-13,2025,March,Thursday,3,Shawn Mills,Charity,Jeffhaven,+1-951-192-1790
690,85,781,Completed,2025-03-09 18:58:00,2025-03-09,2025,March,Sunday,18,Jason Taylor,NGO,Reginaburgh,150-638-0354x9178
691,498,442,Cancelled,2025-03-02 02:18:00,2025-03-02,2025,March,Sunday,2,Natasha Harper,NGO,Port Sara,(474)763-3272x81635
692,500,717,Pending,2025-03-14 02:15:00,2025-03-14,2025,March,Friday,2,Jonathon Gregory,Individual,Shortfort,040-511-7461x377
693,479,647,Cancelled,2025-03-15 03:55:00,2025-03-15,2025,March,Saturday,3,Christine Davis,Charity,Josephton,144.359.7605
694,529,454,Completed,2025-03-01 06:03:00,2025-03-01,2025,March,Saturday,6,Steven Griffin,NGO,Cruzborough,511.595.0189
695,462,415,Cancelled,2025-03-10 21:12:00,2025-03-10,2025,March,Monday,21,Kevin Blair,Individual,Lake Laurenburgh,(887)033-5757x4595
696,634,561,Cancelled,2025-03-12 17:08:00,2025-03-12,2025,March,Wednesday,17,Andrea Morris,NGO,Hallton,(151)391-8350x82191
697,30,132,Completed,2025-03-04 17:46:00,2025-03-04,2025,March,Tuesday,17,Katherine Gomez,Charity,South Jasonberg,(609)802-2108x3673
698,633,185,Cancelled,2025-03-03 00:51:00,2025-03-03,2025,March,Monday,0,Shannon Pineda,Individual,Lake Amanda,129-249-0893x786
699,138,233,Cancelled,2025-03-04 15:15:00,2025-03-04,2025,March,Tuesday,15,Alicia Porter,Charity,Port Ericmouth,001-652-614-2884x66578
700,110,901,Completed,2025-03-08 19:12:00,2025-03-08,2025,March,Saturday,19,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177
701,833,15,Completed,2025-03-14 16:16:00,2025-03-14,2025,March,Friday,16,Donald Kelly,NGO,Port Ronald,(935)798-5303
702,83,150,Cancelled,2025-03-11 23:02:00,2025-03-11,2025,March,Tuesday,23,Kelly Howe,Charity,Davidmouth,096.059.3098x621
703,836,742,Cancelled,2025-03-14 10:57:00,2025-03-14,2025,March,Friday,10,Matthew Webb,Charity,West David,001-998-341-9445x0465
704,271,394,Pending,2025-03-08 01:33:00,2025-03-08,2025,March,Saturday,1,Kyle Kerr,Charity,Sarahville,(065)853-7158x4157
705,298,174,Cancelled,2025-03-09 07:36:00,2025-03-09,2025,March,Sunday,7,Matthew Johnson,Individual,Smithstad,285.859.0597
706,636,800,Pending,2025-03-09 23:19:00,2025-03-09,2025,March,Sunday,23,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513
707,791,877,Pending,2025-03-07 10:15:00,2025-03-07,2025,March,Friday,10,Jeffrey Stafford,Shelter,North Nicholasborough,454.460.2468x7969
708,999,293,Pending,2025-03-18 18:55:00,2025-03-18,2025,March,Tuesday,18,Randy Roach,Charity,East Bryan,888-534-4534
709,673,754,Cancelled,2025-03-20 09:11:00,2025-03-20,2025,March,Thursday,9,Michael Ford,Individual,New Sean,389-988-8452
710,599,27,Pending,2025-03-16 09:32:00,2025-03-16,2025,March,Sunday,9,Johnny Page,NGO,Susanfurt,251.922.2940
711,703,674,Completed,2025-03-15 07:35:00,2025-03-15,2025,March,Saturday,7,Stephen Harris,Charity,Port Seanshire,+1-163-880-7237x908
712,179,505,Completed,2025-03-01 01:24:00,2025-03-01,2025,March,Saturday,1,Alexandra Owens,NGO,Bradleyland,927.996.1259
713,973,494,Completed,2025-03-07 06:15:00,2025-03-07,2025,March,Friday,6,Timothy Chavez,Individual,Brooksmouth,(939)046-4362x26066
714,951,423,Pending,2025-03-21 01:57:00,2025-03-21,2025,March,Friday,1,Christine Bell,Individual,South Edwardburgh,(172)033-3196x74489
715,36,668,Pending,2025-03-17 14:14:00,2025-03-17,2025,March,Monday,14,Maria Singh,NGO,Brandonhaven,+1-353-127-1876x477
716,696,68,Cancelled,2025-03-03 02:38:00,2025-03-03,2025,March,Monday,2,Wesley Thompson,Charity,Edwardburgh,+1-901-255-2891x97537
717,991,149,Pending,2025-03-12 17:53:00,2025-03-12,2025,March,Wednesday,17,Nathan Willis,NGO,Danielfort,830.318.9696x322
718,626,650,Completed,2025-03-14 23:56:00,2025-03-14,2025,March,Friday,23,Nicholas Peterson,NGO,West Troyview,001-528-783-1533x9196
719,695,192,Cancelled,2025-03-12 00:06:00,2025-03-12,2025,March,Wednesday,0,Rhonda King,Individual,Toddborough,367-958-5492
720,502,348,Cancelled,2025-03-15 06:28:00,2025-03-15,2025,March,Saturday,6,Donna Hughes,Individual,Maryfort,352-520-3779x375
721,217,844,Completed,2025-03-13 15:46:00,2025-03-13,2025,March,Thursday,15,Andrew Gray,Individual,Lake Dustin,(448)005-7192x2140
722,898,888,Completed,2025-03-15 08:59:00,2025-03-15,2025,March,Saturday,8,Matthew Davis,Charity,Birdview,1367475533
723,228,59,Pending,2025-03-12 04:00:00,2025-03-12,2025,March,Wednesday,4,Alicia Thomas,Charity,Lake Mary,(604)320-0347x3019
724,396,747,Completed,2025-03-12 02:12:00,2025-03-12,2025,March,Wednesday,2,Vanessa Johnson,Shelter,Wilsonshire,(151)347-7079x5528
725,784,218,Pending,2025-03-20 12:45:00,2025-03-20,2025,March,Thursday,12,Corey Lamb,Charity,New Daniel,882-893-9920
726,23,446,Cancelled,2025-03-06 00:25:00,2025-03-06,2025,March,Thursday,0,Eric Mays,NGO,Port Deborahbury,555-698-7496x465
727,47,548,Cancelled,2025-03-17 04:10:00,2025-03-17,2025,March,Monday,4,Gary Andrews,NGO,Gonzalezstad,+1-115-368-3340
728,882,810,Completed,2025-03-15 11:35:00,2025-03-15,2025,March,Saturday,11,Cody Meyer,NGO,Westshire,415.147.2095x47370
729,308,239,Pending,2025-03-16 12:55:00,2025-03-16,2025,March,Sunday,12,Lindsay Garcia,NGO,North Kimberlyport,0722151225
730,715,48,Cancelled,2025-03-03 13:52:00,2025-03-03,2025,March,Monday,13,Jennifer Graham,Individual,East Saraport,001-979-746-0394x487
731,403,218,Completed,2025-03-17 22:44:00,2025-03-17,2025,March,Monday,22,Corey Lamb,Charity,New Daniel,882-893-9920
732,935,126,Pending,2025-03-07 09:52:00,2025-03-07,2025,March,Friday,9,Heather Brown,NGO,North Lori,(836)116-1365x8718
733,932,843,Completed,2025-03-14 21:55:00,2025-03-14,2025,March,Friday,21,Glenn Anthony,Charity,Halltown,502-960-7549
734,224,172,Cancelled,2025-03-18 16:07:00,2025-03-18,2025,March,Tuesday,16,Nicole Brown,Charity,Thomaston,216-121-6760
735,720,608,Completed,2025-03-20 06:52:00,2025-03-20,2025,March,Thursday,6,Oscar Bauer,Charity,South Nicoleberg,001-874-507-6783
736,84,544,Completed,2025-03-14 23:52:00,2025-03-14,2025,March,Friday,23,Matthew Wright,NGO,Port Traci,001-782-074-4708
737,636,794,Pending,2025-03-14 18:09:00,2025-03-14,2025,March,Friday,18,Lee Nunez,Individual,Andersonfort,468.857.1870x688
738,819,482,Completed,2025-03-12 23:39:00,2025-03-12,2025,March,Wednesday,23,Timothy Garrett,NGO,Andersonview,9075323328
739,230,171,Completed,2025-03-02 17:31:00,2025-03-02,2025,March,Sunday,17,Suzanne Velasquez,NGO,Joanchester,(305)672-4633x961
740,199,50,Completed,2025-03-20 06:16:00,2025-03-20,2025,March,Thursday,6,Brian Gonzales,NGO,North Sarah,001-241-438-2803x907
741,886,842,Cancelled,2025-03-19 09:05:00,2025-03-19,2025,March,Wednesday,9,Robert Stewart,Shelter,New Laura,873-501-6244x4712
742,132,358,Pending,2025-03-15 15:01:00,2025-03-15,2025,March,Saturday,15,Brian Davis,Charity,Williamsfort,(750)646-5852
743,574,996,Cancelled,2025-03-08 15:17:00,2025-03-08,2025,March,Saturday,15,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289
744,379,26,Pending,2025-03-14 07:15:00,2025-03-14,2025,March,Friday,7,Kimberly Lindsey,Charity,Port Matthewmouth,+1-979-511-1434x565
745,807,317,Pending,2025-03-19 19:02:00,2025-03-19,2025,March,Wednesday,19,Martha Flores,NGO,Lake Glenview,568.426.0750
746,385,587,Pending,2025-03-19 13:13:00,2025-03-19,2025,March,Wednesday,13,Jennifer Clark,NGO,Spencermouth,+1-862-196-7109x9671
747,234,437,Pending,2025-03-03 21:37:00,2025-03-03,2025,March,Monday,21,Lindsey Lewis,Shelter,West Rogerview,001-610-209-8312
748,494,395,Cancelled,2025-03-02 21:16:00,2025-03-02,2025,March,Sunday,21,Joseph Davis,Charity,Sherryhaven,426-870-2757x6102
749,689,300,Cancelled,2025-03-13 19:23:00,2025-03-13,2025,March,Thursday,19,Jeanne Benjamin,NGO,North Alexander,595.000.7971x3446
750,931,742,Completed,2025-03-19 04:32:00,2025-03-19,2025,March,Wednesday,4,Matthew Webb,Charity,West David,001-998-341-9445x0465
751,398,710,Pending,2025-03-16 04:56:00,2025-03-16,2025,March,Sunday,4,Eric Carrillo,Shelter,Nicholsonland,001-905-007-8793x1997
752,463,777,Cancelled,2025-03-13 23:12:00,2025-03-13,2025,March,Thursday,23,Julie Dickerson,Shelter,Diazbury,383.138.2733x067
753,958,455,Cancelled,2025-03-07 15:56:00,2025-03-07,2025,March,Friday,15,Jennifer Kennedy,Individual,Port Deborah,9581893095
754,997,571,Completed,2025-03-20 08:59:00,2025-03-20,2025,March,Thursday,8,Lydia Phillips,Shelter,North Hollyland,(704)162-2429
755,34,709,Completed,2025-03-15 03:13:00,2025-03-15,2025,March,Saturday,3,Matthew Sanchez,Individual,New Stephanie,131.083.4622x013
756,696,418,Completed,2025-03-16 09:29:00,2025-03-16,2025,March,Sunday,9,Miss Mary Turner,Charity,North Holly,899-330-2450
757,352,7,Completed,2025-03-13 19:20:00,2025-03-13,2025,March,Thursday,19,Kenneth Baker,NGO,South Edwinborough,126-645-6386x4071
758,877,472,Cancelled,2025-03-20 02:09:00,2025-03-20,2025,March,Thursday,2,Brian Hill,Charity,Port Dominique,001-468-666-0994x3200
759,174,219,Cancelled,2025-03-18 11:19:00,2025-03-18,2025,March,Tuesday,11,Alex Rogers,Charity,Lake Austinmouth,+1-017-613-1019
760,828,212,Completed,2025-03-13 16:00:00,2025-03-13,2025,March,Thursday,16,Ronald Gonzalez,Shelter,Stevenmouth,+1-946-378-3210x0415
761,205,351,Completed,2025-03-12 20:51:00,2025-03-12,2025,March,Wednesday,20,Kerry Jones,Charity,New Christopher,725-779-5651
762,505,275,Cancelled,2025-03-16 00:02:00,2025-03-16,2025,March,Sunday,0,Michael Johnson,Individual,Longmouth,081.042.8712
763,331,52,Cancelled,2025-03-13 07:51:00,2025-03-13,2025,March,Thursday,7,Cheryl Dillon,NGO,Hornemouth,350.146.1578
764,28,788,Completed,2025-03-16 04:52:00,2025-03-16,2025,March,Sunday,4,Beth Phillips,NGO,Zacharyview,(293)383-2279x8386
765,168,695,Pending,2025-03-17 09:49:00,2025-03-17,2025,March,Monday,9,Janet Newton,Individual,West Amandaport,930-590-8261
766,945,781,Completed,2025-03-10 09:20:00,2025-03-10,2025,March,Monday,9,Jason Taylor,NGO,Reginaburgh,150-638-0354x9178
767,798,355,Completed,2025-03-09 18:34:00,2025-03-09,2025,March,Sunday,18,Brian Hoffman,Shelter,Lake Dillonborough,(718)753-5421x7242
768,939,213,Pending,2025-03-18 16:20:00,2025-03-18,2025,March,Tuesday,16,Kelly Barber,NGO,Emilymouth,259-420-4088x04690
769,971,107,Cancelled,2025-03-04 01:25:00,2025-03-04,2025,March,Tuesday,1,Jessica Morris,NGO,Port Elizabethton,(137)776-1761
770,917,328,Completed,2025-03-11 08:12:00,2025-03-11,2025,March,Tuesday,8,Carlos Lawrence,Individual,New Justinhaven,272.580.3538
771,297,181,Cancelled,2025-03-13 01:15:00,2025-03-13,2025,March,Thursday,1,Paul Evans,NGO,Smithshire,3222400397
772,926,112,Completed,2025-03-04 15:24:00,2025-03-04,2025,March,Tuesday,15,Brady Lopez,Individual,Michaeltown,831.275.5906x807
